"GEO_ID","NAME","B27010_001E","B27010_001M","B27010_002E","B27010_002M","B27010_003E","B27010_003M","B27010_004E","B27010_004M","B27010_005E","B27010_005M","B27010_006E","B27010_006M","B27010_007E","B27010_007M","B27010_008E","B27010_008M","B27010_009E","B27010_009M","B27010_010E","B27010_010M","B27010_011E","B27010_011M","B27010_012E","B27010_012M","B27010_013E","B27010_013M","B27010_014E","B27010_014M","B27010_015E","B27010_015M","B27010_016E","B27010_016M","B27010_017E","B27010_017M","B27010_018E","B27010_018M","B27010_019E","B27010_019M","B27010_020E","B27010_020M","B27010_021E","B27010_021M","B27010_022E","B27010_022M","B27010_023E","B27010_023M","B27010_024E","B27010_024M","B27010_025E","B27010_025M","B27010_026E","B27010_026M","B27010_027E","B27010_027M","B27010_028E","B27010_028M","B27010_029E","B27010_029M","B27010_030E","B27010_030M","B27010_031E","B27010_031M","B27010_032E","B27010_032M","B27010_033E","B27010_033M","B27010_034E","B27010_034M","B27010_035E","B27010_035M","B27010_036E","B27010_036M","B27010_037E","B27010_037M","B27010_038E","B27010_038M","B27010_039E","B27010_039M","B27010_040E","B27010_040M","B27010_041E","B27010_041M","B27010_042E","B27010_042M","B27010_043E","B27010_043M","B27010_044E","B27010_044M","B27010_045E","B27010_045M","B27010_046E","B27010_046M","B27010_047E","B27010_047M","B27010_048E","B27010_048M","B27010_049E","B27010_049M","B27010_050E","B27010_050M","B27010_051E","B27010_051M","B27010_052E","B27010_052M","B27010_053E","B27010_053M","B27010_054E","B27010_054M","B27010_055E","B27010_055M","B27010_056E","B27010_056M","B27010_057E","B27010_057M","B27010_058E","B27010_058M","B27010_059E","B27010_059M","B27010_060E","B27010_060M","B27010_061E","B27010_061M","B27010_062E","B27010_062M","B27010_063E","B27010_063M","B27010_064E","B27010_064M","B27010_065E","B27010_065M","B27010_066E","B27010_066M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Under 18 years","Margin of Error!!Total!!Under 18 years","Estimate!!Total!!Under 18 years!!With one type of health insurance coverage","Margin of Error!!Total!!Under 18 years!!With one type of health insurance coverage","Estimate!!Total!!Under 18 years!!With one type of health insurance coverage!!With employer-based health insurance only","Margin of Error!!Total!!Under 18 years!!With one type of health insurance coverage!!With employer-based health insurance only","Estimate!!Total!!Under 18 years!!With one type of health insurance coverage!!With direct-purchase health insurance only","Margin of Error!!Total!!Under 18 years!!With one type of health insurance coverage!!With direct-purchase health insurance only","Estimate!!Total!!Under 18 years!!With one type of health insurance coverage!!With Medicare coverage only","Margin of Error!!Total!!Under 18 years!!With one type of health insurance coverage!!With Medicare coverage only","Estimate!!Total!!Under 18 years!!With one type of health insurance coverage!!With Medicaid/means-tested public coverage only","Margin of Error!!Total!!Under 18 years!!With one type of health insurance coverage!!With Medicaid/means-tested public coverage only","Estimate!!Total!!Under 18 years!!With one type of health insurance coverage!!With TRICARE/military health coverage only","Margin of Error!!Total!!Under 18 years!!With one type of health insurance coverage!!With TRICARE/military health coverage only","Estimate!!Total!!Under 18 years!!With one type of health insurance coverage!!With VA Health Care only","Margin of Error!!Total!!Under 18 years!!With one type of health insurance coverage!!With VA Health Care only","Estimate!!Total!!Under 18 years!!With two or more types of health insurance coverage","Margin of Error!!Total!!Under 18 years!!With two or more types of health insurance coverage","Estimate!!Total!!Under 18 years!!With two or more types of health insurance coverage!!With employer-based and direct-purchase coverage","Margin of Error!!Total!!Under 18 years!!With two or more types of health insurance coverage!!With employer-based and direct-purchase coverage","Estimate!!Total!!Under 18 years!!With two or more types of health insurance coverage!!With employer-based and Medicare coverage","Margin of Error!!Total!!Under 18 years!!With two or more types of health insurance coverage!!With employer-based and Medicare coverage","Estimate!!Total!!Under 18 years!!With two or more types of health insurance coverage!!With Medicare and Medicaid/means-tested public coverage","Margin of Error!!Total!!Under 18 years!!With two or more types of health insurance coverage!!With Medicare and Medicaid/means-tested public coverage","Estimate!!Total!!Under 18 years!!With two or more types of health insurance coverage!!Other private only combinations","Margin of Error!!Total!!Under 18 years!!With two or more types of health insurance coverage!!Other private only combinations","Estimate!!Total!!Under 18 years!!With two or more types of health insurance coverage!!Other public only combinations","Margin of Error!!Total!!Under 18 years!!With two or more types of health insurance coverage!!Other public only combinations","Estimate!!Total!!Under 18 years!!With two or more types of health insurance coverage!!Other coverage combinations","Margin of Error!!Total!!Under 18 years!!With two or more types of health insurance coverage!!Other coverage combinations","Estimate!!Total!!Under 18 years!!No health insurance coverage","Margin of Error!!Total!!Under 18 years!!No health insurance coverage","Estimate!!Total!!18 to 34 years","Margin of Error!!Total!!18 to 34 years","Estimate!!Total!!18 to 34 years!!With one type of health insurance coverage","Margin of Error!!Total!!18 to 34 years!!With one type of health insurance coverage","Estimate!!Total!!18 to 34 years!!With one type of health insurance coverage!!With employer-based health insurance only","Margin of Error!!Total!!18 to 34 years!!With one type of health insurance coverage!!With employer-based health insurance only","Estimate!!Total!!18 to 34 years!!With one type of health insurance coverage!!With direct-purchase health insurance only","Margin of Error!!Total!!18 to 34 years!!With one type of health insurance coverage!!With direct-purchase health insurance only","Estimate!!Total!!18 to 34 years!!With one type of health insurance coverage!!With Medicare coverage only","Margin of Error!!Total!!18 to 34 years!!With one type of health insurance coverage!!With Medicare coverage only","Estimate!!Total!!18 to 34 years!!With one type of health insurance coverage!!With Medicaid/means-tested public coverage only","Margin of Error!!Total!!18 to 34 years!!With one type of health insurance coverage!!With Medicaid/means-tested public coverage only","Estimate!!Total!!18 to 34 years!!With one type of health insurance coverage!!With TRICARE/military health coverage only","Margin of Error!!Total!!18 to 34 years!!With one type of health insurance coverage!!With TRICARE/military health coverage only","Estimate!!Total!!18 to 34 years!!With one type of health insurance coverage!!With VA Health Care only","Margin of Error!!Total!!18 to 34 years!!With one type of health insurance coverage!!With VA Health Care only","Estimate!!Total!!18 to 34 years!!With two or more types of health insurance coverage","Margin of Error!!Total!!18 to 34 years!!With two or more types of health insurance coverage","Estimate!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!With employer-based and direct-purchase coverage","Margin of Error!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!With employer-based and direct-purchase coverage","Estimate!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!With employer-based and Medicare coverage","Margin of Error!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!With employer-based and Medicare coverage","Estimate!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!With Medicare and Medicaid/means-tested public coverage","Margin of Error!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!With Medicare and Medicaid/means-tested public coverage","Estimate!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!Other private only combinations","Margin of Error!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!Other private only combinations","Estimate!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!Other public only combinations","Margin of Error!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!Other public only combinations","Estimate!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!Other coverage combinations","Margin of Error!!Total!!18 to 34 years!!With two or more types of health insurance coverage!!Other coverage combinations","Estimate!!Total!!18 to 34 years!!No health insurance coverage","Margin of Error!!Total!!18 to 34 years!!No health insurance coverage","Estimate!!Total!!35 to 64 years","Margin of Error!!Total!!35 to 64 years","Estimate!!Total!!35 to 64 years!!With one type of health insurance coverage","Margin of Error!!Total!!35 to 64 years!!With one type of health insurance coverage","Estimate!!Total!!35 to 64 years!!With one type of health insurance coverage!!With employer-based health insurance only","Margin of Error!!Total!!35 to 64 years!!With one type of health insurance coverage!!With employer-based health insurance only","Estimate!!Total!!35 to 64 years!!With one type of health insurance coverage!!With direct-purchase health insurance only","Margin of Error!!Total!!35 to 64 years!!With one type of health insurance coverage!!With direct-purchase health insurance only","Estimate!!Total!!35 to 64 years!!With one type of health insurance coverage!!With Medicare coverage only","Margin of Error!!Total!!35 to 64 years!!With one type of health insurance coverage!!With Medicare coverage only","Estimate!!Total!!35 to 64 years!!With one type of health insurance coverage!!With Medicaid/means-tested public coverage only","Margin of Error!!Total!!35 to 64 years!!With one type of health insurance coverage!!With Medicaid/means-tested public coverage only","Estimate!!Total!!35 to 64 years!!With one type of health insurance coverage!!With TRICARE/military health coverage only","Margin of Error!!Total!!35 to 64 years!!With one type of health insurance coverage!!With TRICARE/military health coverage only","Estimate!!Total!!35 to 64 years!!With one type of health insurance coverage!!With VA Health Care only","Margin of Error!!Total!!35 to 64 years!!With one type of health insurance coverage!!With VA Health Care only","Estimate!!Total!!35 to 64 years!!With two or more types of health insurance coverage","Margin of Error!!Total!!35 to 64 years!!With two or more types of health insurance coverage","Estimate!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!With employer-based and direct-purchase coverage","Margin of Error!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!With employer-based and direct-purchase coverage","Estimate!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!With employer-based and Medicare coverage","Margin of Error!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!With employer-based and Medicare coverage","Estimate!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!With direct-purchase and Medicare coverage","Margin of Error!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!With direct-purchase and Medicare coverage","Estimate!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!With Medicare and Medicaid/means-tested public coverage","Margin of Error!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!With Medicare and Medicaid/means-tested public coverage","Estimate!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!Other private only combinations","Margin of Error!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!Other private only combinations","Estimate!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!Other public only combinations","Margin of Error!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!Other public only combinations","Estimate!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!Other coverage combinations","Margin of Error!!Total!!35 to 64 years!!With two or more types of health insurance coverage!!Other coverage combinations","Estimate!!Total!!35 to 64 years!!No health insurance coverage","Margin of Error!!Total!!35 to 64 years!!No health insurance coverage","Estimate!!Total!!65 years and over","Margin of Error!!Total!!65 years and over","Estimate!!Total!!65 years and over!!With one type of health insurance coverage","Margin of Error!!Total!!65 years and over!!With one type of health insurance coverage","Estimate!!Total!!65 years and over!!With one type of health insurance coverage!!With employer-based health insurance only","Margin of Error!!Total!!65 years and over!!With one type of health insurance coverage!!With employer-based health insurance only","Estimate!!Total!!65 years and over!!With one type of health insurance coverage!!With direct-purchase health insurance only","Margin of Error!!Total!!65 years and over!!With one type of health insurance coverage!!With direct-purchase health insurance only","Estimate!!Total!!65 years and over!!With one type of health insurance coverage!!With Medicare coverage only","Margin of Error!!Total!!65 years and over!!With one type of health insurance coverage!!With Medicare coverage only","Estimate!!Total!!65 years and over!!With one type of health insurance coverage!!With TRICARE/military health coverage only","Margin of Error!!Total!!65 years and over!!With one type of health insurance coverage!!With TRICARE/military health coverage only","Estimate!!Total!!65 years and over!!With one type of health insurance coverage!!With VA Health Care only","Margin of Error!!Total!!65 years and over!!With one type of health insurance coverage!!With VA Health Care only","Estimate!!Total!!65 years and over!!With two or more types of health insurance coverage","Margin of Error!!Total!!65 years and over!!With two or more types of health insurance coverage","Estimate!!Total!!65 years and over!!With two or more types of health insurance coverage!!With employer-based and direct-purchase coverage","Margin of Error!!Total!!65 years and over!!With two or more types of health insurance coverage!!With employer-based and direct-purchase coverage","Estimate!!Total!!65 years and over!!With two or more types of health insurance coverage!!With employer-based and Medicare coverage","Margin of Error!!Total!!65 years and over!!With two or more types of health insurance coverage!!With employer-based and Medicare coverage","Estimate!!Total!!65 years and over!!With two or more types of health insurance coverage!!With direct-purchase and Medicare coverage","Margin of Error!!Total!!65 years and over!!With two or more types of health insurance coverage!!With direct-purchase and Medicare coverage","Estimate!!Total!!65 years and over!!With two or more types of health insurance coverage!!With Medicare and Medicaid/means-tested public coverage","Margin of Error!!Total!!65 years and over!!With two or more types of health insurance coverage!!With Medicare and Medicaid/means-tested public coverage","Estimate!!Total!!65 years and over!!With two or more types of health insurance coverage!!Other private only combinations","Margin of Error!!Total!!65 years and over!!With two or more types of health insurance coverage!!Other private only combinations","Estimate!!Total!!65 years and over!!With two or more types of health insurance coverage!!Other public only combinations","Margin of Error!!Total!!65 years and over!!With two or more types of health insurance coverage!!Other public only combinations","Estimate!!Total!!65 years and over!!With two or more types of health insurance coverage!!Other coverage combinations","Margin of Error!!Total!!65 years and over!!With two or more types of health insurance coverage!!Other coverage combinations","Estimate!!Total!!65 years and over!!No health insurance coverage","Margin of Error!!Total!!65 years and over!!No health insurance coverage",
"0400000US01","Alabama","4782529","1623","1098052","3399","1015804","6808","469668","13145","52714","4545","3209","1246","461945","13223","27828","3895","440","445","55516","5015","11418","2317","746","550","1958","632","6290","1765","156","175","34948","3562","26732","3653","1064632","5962","802263","8732","566537","9751","103159","6185","4621","1747","105173","5711","19137","2566","3636","1315","71250","4414","20302","2128","1235","466","7291","1750","6009","1477","615","400","35798","3383","191119","9485","1856871","6283","1405597","10376","1039595","13519","164504","7503","60173","4116","105515","6472","25747","3218","10063","1718","237538","8092","41758","4010","19847","2460","14701","2261","51129","3395","16331","2298","7748","1477","86024","4671","213736","9656","762974","2994","210195","6424","10823","1654","2693","1300","195985","6034","269","321","425","329","549393","6800","275","245","140158","5062","143546","4855","62219","3770","92","112","16018","1727","187085","5506","3386","1420",
"0400000US02","Alaska","718419","1649","186839","591","151640","3810","75018","5312","5518","1645","252","218","53649","3459","17203","3123","0","155","16605","2955","1238","695","0","155","306","356","4912","1734","0","155","10149","2089","18594","2770","181656","2642","126308","3525","84596","4443","9377","1863","374","288","20259","2417","10800","1918","902","593","15442","2366","2802","849","157","253","1129","637","4000","1133","167","175","7187","1508","39906","3163","275528","2511","204493","3644","152866","3625","16244","1756","1969","761","21917","2064","9411","1859","2086","792","29554","2876","5432","1524","661","328","418","299","3736","909","4438","1001","548","314","14321","1938","41481","3319","74396","1042","19472","2054","2467","657","142","124","16830","2125","0","155","33","39","54277","2028","56","94","21565","1872","4932","906","7393","1326","19","33","2844","664","17468","1844","647","297",
"0400000US04","Arizona","6824645","1497","1629040","1260","1422593","10439","691729","13922","99882","7597","2259","883","604822","15831","23430","3486","471","368","87001","5563","14619","2301","547","319","2381","915","6622","1489","282","287","62550","5283","119446","8970","1551985","3602","1222034","10586","766446","11421","130447","6610","4478","1055","296673","9340","19528","3297","4462","1161","75636","5411","25205","3091","593","420","7508","1729","3853","1192","1388","673","37089","3382","254315","9408","2484180","3331","1982242","10241","1311288","14213","231172","8447","44843","3106","350418","11549","26933","3206","17588","2504","202162","7816","38158","3966","9903","1574","5375","1272","43899","3764","12055","2055","9637","1913","83135","4753","299776","9386","1159440","1437","412201","8383","23266","2654","5957","1186","381416","8408","325","276","1237","664","739538","8391","1464","636","168866","6083","226103","6789","85489","4420","0","204","38583","3239","219033","7260","7701","1429",
"0400000US05","Arkansas","2934272","895","705155","2282","640254","5649","258161","9737","31013","3689","1281","602","340235","10053","9212","2519","352","326","39358","4117","4308","1528","389","304","2156","875","2837","1376","192","294","29476","3406","25543","3697","655567","4038","519345","7313","332186","7747","58392","4709","3433","1148","117162","5716","6222","1619","1950","990","36840","3816","7784","1337","693","606","4234","921","2566","802","567","389","20996","2941","99382","6180","1101949","5073","863850","8276","568892","9188","107486","4820","37007","3433","129498","6649","11800","2167","9167","1664","133415","5955","19609","2568","8133","1546","6258","1119","37167","3658","5703","1301","5197","1078","51348","3971","104684","6712","471601","2625","143490","4810","6570","1438","808","446","135395","4647","312","408","405","286","325945","5600","27","50","59452","2880","105457","4676","37616","3066","0","197","19416","2305","103977","4813","2166","977",
"0400000US06","California","38763815","5125","9079778","2749","8319248","17275","3950815","36760","503458","16787","52954","7104","3707784","36695","103489","9231","748","510","492715","12630","67343","4509","2543","745","34907","4582","29434","3791","683","406","357805","12700","267815","13899","9541235","7523","7956689","23564","4775002","32770","910750","19353","47139","4401","2118575","25205","81971","6146","23252","3088","474991","12860","142036","6188","6575","1380","41102","3635","27186","3070","7066","1506","251026","9733","1109555","20962","14890613","6579","12406631","27093","8176849","36721","1498375","22941","183825","8076","2410572","27056","80925","5710","56085","3685","1072302","17847","241284","8406","46287","3493","26222","3032","272343","9369","36015","3314","29482","2807","420669","8661","1411680","20479","5252189","3570","1753805","17148","177572","7975","33064","3381","1537074","16519","1139","423","4956","1043","3443531","17586","5370","1027","962804","15473","759790","12857","855957","14197","1034","453","107335","5769","751241","12079","54853","4289",
"0400000US08","Colorado","5447760","2796","1258167","1463","1142465","7049","608798","10655","90108","6263","3562","1489","402773","12118","36358","3359","866","1050","65053","4544","9669","1869","153","193","1748","740","7633","1648","154","223","45696","4174","50649","5777","1325514","4827","1092621","8605","718411","12952","128480","6609","5248","1515","209015","7794","26537","3131","4930","1316","69440","4067","18807","2293","665","358","3768","1258","8345","1470","1710","733","36145","3038","163453","7815","2136188","3985","1776181","9929","1265818","11465","226475","8149","28022","2821","211099","7550","32950","3162","11817","1777","169626","5409","34700","3082","7309","1132","5352","1391","32277","2424","13521","1817","5985","1279","70482","4003","190381","7507","727891","2268","253083","6308","21203","2479","3129","961","228170","5966","169","141","412","309","469548","6647","431","339","119010","4625","144935","5317","43683","2875","44","71","20079","1878","141366","3941","5260","1259",
"0400000US09","Connecticut","3525154","1010","751459","629","692772","5940","414214","10026","33463","3713","393","328","238760","9249","5942","1696","0","200","37820","4016","5555","1151","84","149","854","449","2255","979","0","200","29072","3717","20867","4191","776818","2976","678453","6705","454483","7696","73239","4399","2471","931","141780","6620","4738","1226","1742","634","34675","3213","10825","1751","1365","1042","2862","801","1561","708","374","293","17688","2671","63690","5409","1440616","3018","1259156","6931","936773","9777","122533","5258","19651","2131","170367","7281","5249","1250","4583","1345","96396","4488","21900","2133","7175","1256","3834","925","26237","3138","4130","909","1801","649","31319","2863","85064","5951","556261","1411","176839","5061","19458","1751","2464","819","154838","5349","0","200","79","93","376829","5155","414","255","127937","4496","103675","4486","41794","2911","0","200","8179","1162","94830","3915","2593","936",
"0400000US10","Delaware","937935","681","203704","278","185877","2767","104053","4788","10320","2697","295","358","67291","4188","3857","1924","61","97","11584","2514","1250","588","0","193","858","766","795","458","0","193","8681","2480","6243","1696","207973","1115","174871","3178","117247","4613","16412","2160","856","478","37354","3373","2679","1102","323","264","11463","1806","4578","1325","279","252","841","404","1300","550","52","90","4413","1133","21639","2631","363623","1137","312172","3537","232087","5781","25791","2940","8155","1762","40979","4137","3639","1110","1521","905","27808","2449","6202","1125","2111","680","966","545","5434","1230","2507","961","430","247","10158","1634","23643","2564","162635","743","42747","3498","2943","992","691","486","39113","3266","0","193","0","193","118274","3534","177","273","44836","3108","25640","1904","8492","1683","11","18","2662","815","36456","2521","1614","1136",
"0400000US11","District of Columbia","670985","594","120313","582","110055","2326","50115","3999","4052","1313","215","350","53755","3919","1918","792","0","203","6517","1813","513","262","0","203","448","351","261","196","0","203","5295","1727","3741","1600","230933","682","207694","2839","135530","4101","27284","2793","176","225","42545","3275","2087","700","72","119","12297","2321","5709","1890","13","32","1389","670","583","295","116","192","4487","1372","10942","1886","242945","869","209281","3147","136849","4874","19186","2745","2257","761","48053","3553","1648","612","1288","741","22594","2361","3906","876","995","487","51","86","7524","1581","790","407","1123","618","8205","1346","11070","2363","76794","686","18591","1841","4708","786","395","320","13255","1691","67","110","166","163","57610","1940","155","189","20891","1864","7181","1299","11768","1735","0","203","1472","607","16143","1860","593","475",
